time,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9
27.5610000000107,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.562000000010702,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.563000000010703,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.564000000010704,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.565000000010706,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.566000000010707,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.567000000010708,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.56800000001071,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.56900000001071,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.57000000001071,-0.026740694418549538,0.12832386791706085,0.19992305454611778,-0.31582929626107215,0.26579697746038433,-0.04039483144879341,-0.05532679706811905,0.19296659645438194,-0.5660040384531021,0.3350033717155456
27.571000000010713,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.572000000010714,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.573000000010715,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.574000000010717,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.575000000010718,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.57600000001072,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.57700000001072,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.57800000001072,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.579000000010723,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
